STATION,DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,REM,REPORT_TYPE,SOURCE
72509014739,2019-01-01T00:07:00,29.94,37,39,0.04,RA:02 BR:1 |RA |RA,,,93,,SCT:04 8 OVC:08 41,29.91,3.00,38,130,,17,MET10601/01/19 00:07:02 SPECI KBOS 010507Z 13015KT 3SM RA BR SCT008 OVC041 04/03 A2994 RMK AO2 P0004 T00390028 $,FM-16,7
72509014739,2019-01-01T00:24:00,29.93,37,40,0.08,RA:02 BR:1 |RA |RA,,,89,,FEW:02 8 BKN:07 13 OVC:08 22,29.90,4.00,39,140,,16,MET11301/01/19 00:24:02 SPECI KBOS 010524Z 14014KT 4SM RA BR FEW008 BKN013 OVC022 04/03 A2993 RMK AO2 P0008 T00440028 $,FM-16,7
72509014739,2019-01-01T00:54:00,29.89,38,40,0.14,-RA:02 BR:1 |RA |RA,0.19,8,93,29.89,FEW:02 8 BKN:07 13 OVC:08 21,29.86,5.00,39,150,,13,MET14501/01/19 00:54:02 METAR KBOS 010554Z 15011KT 5SM -RA BR FEW008 BKN013 OVC021 04/03 A2989 RMK AO2 SLP122 P0014 60053 T00440033 10050 20028 58065 $,FM-15,7
72509014739,2019-01-01T01:00:00,,38,40,,||RA,0.19,8,93,29.89,8,29.87,4.97,39,150,,13,SYN09872509 11358 81511 10044 20033 30114 40122 58065 60131 761// 90554 333 10067 20000 96010 555 90106=,FM-12,4
72509014739,2019-01-01T01:54:00,29.80,39,42,0.09,-RA:02 BR:1 |RA |RA,,,89,29.80,OVC:08 12,29.77,5.00,41,120,,9,MET10701/01/19 01:54:02 METAR KBOS 010654Z 12008KT 5SM -RA BR OVC012 06/04 A2980 RMK AO2 SLP092 P0010 T00560039 $,FM-15,7
72509014739,2019-01-01T02:54:00,29.67,41,43,0.12,-RA:02 |RA |RA,,,93,29.67,OVC:08 12,29.64,7.00,42,140,,11,MET11101/01/19 02:54:02 METAR KBOS 010754Z 14010KT 7SM -RA OVC012 06/05 A2967 RMK AO2 PRESFR SLP047 P0013 T00610050 $,FM-15,7
72509014739,2019-01-01T03:54:00,29.56,43,46,T,-RA:02 BR:1 |RA |RA,0.33,8,89,29.56,OVC:08 8,29.53,4.00,45,VRB,,7,MET13501/01/19 03:54:02 METAR KBOS 010854Z VRB06KT 4SM -RA BR OVC008 08/06 A2956 RMK AO2 RAE29B51 PRESFR SLP010 P0000 60023 T00780061 58112 $,FM-15,7
72509014739,2019-01-01T04:00:00,,43,46,,||RA,0.33,8,89,29.56,8,29.54,3.73,45,,,7,SYN08672509 11356 8//06 10078 20061 30003 40010 58112 60067 761// 90854 333 96010 555 90109=,FM-12,4
72509014739,2019-01-01T04:54:00,29.51,46,47,0.03,RA:02 BR:1 |RA |RA,,,97,29.51,OVC:08 7,29.48,3.00,47,220,,6,MET12301/01/19 04:54:02 METAR KBOS 010954Z 22005KT 3SM RA BR OVC007 08/08 A2951 RMK AO2 RAE21B50DZB44E50 SLP993 P0002 T00830078 $,FM-15,7
72509014739,2019-01-01T05:49:00,29.47,46,50,0.01,,,,88,,BKN:07 14 OVC:08 19,29.44,10.00,48,220,,10,MET09701/01/19 05:49:02 SPECI KBOS 011049Z 22009KT 10SM BKN014 OVC019 10/08 A2947 RMK AO2 RAE09 P0001 $,FM-16,7
72509014739,2019-01-01T05:54:00,29.47,48,50,T,,,,93,29.47,BKN:07 14 OVC:08 19,29.44,10.00,49,220,,10,MET11401/01/19 05:54:02 METAR KBOS 011054Z 22009KT 10SM BKN014 OVC019 10/09 A2947 RMK AO2 RAE09 SLP978 P0001 T01000089 $,FM-15,7
72509014739,2019-01-01T06:12:00,29.46,48,51,,,,,89,,OVC:08 18,29.43,10.00,49,220,,15,MET08801/01/19 06:12:02 SPECI KBOS 011112Z 22013KT 10SM OVC018 11/09 A2946 RMK AO2 T01060089 $,FM-16,7
72509014739,2019-01-01T06:54:00,29.45s,49,54,0.00,,0.06,6,83,29.45s,BKN:07 20,29.42s,10.00,51,240,,18,MET12501/01/19 06:54:02 METAR KBOS 011154Z 24016KT 10SM BKN020 12/09 A2945 RMK AO2 SLP973 60026 70079 T01220094 10122 20050 56020 $,FM-15,7
72509014739,2019-01-01T07:00:00,,49,54,,,0.06,6,83,29.45s,26,29.43,9.94,51,240,,18,SYN09272509 12566 62416 10122 20094 39965 49973 56020 60071 91154 333 10072 20028 70201 555 90112=,FM-12,4
72509014739,2019-01-01T07:14:00,29.45s,48,54,,,,,80,,SCT:04 20 BKN:07 200,29.42s,10.00,51,230,,18,MET09501/01/19 07:14:02 SPECI KBOS 011214Z 23016KT 10SM SCT020 BKN200 12/09 A2945 RMK AO2 T01220089 $,FM-16,7
72509014739,2019-01-01T07:54:00,29.47s,48,54,0.00,,,,80,29.47s,FEW:02 20 FEW:02 60 BKN:07 200,29.44s,10.00,51,240,29,18,MET11201/01/19 07:54:02 METAR KBOS 011254Z 24016G25KT 10SM FEW020 FEW060 BKN200 12/09 A2947 RMK AO2 SLP980 T01220089 $,FM-15,7
72509014739,2019-01-01T08:54:00,29.48s,48,56,0.00,,,,75,29.48s,FEW:02 20 BKN:07 70 BKN:07 200,29.45s,10.00,52,240,25,15,MET11201/01/19 08:54:02 METAR KBOS 011354Z 24013G22KT 10SM FEW020 BKN070 BKN200 13/09 A2948 RMK AO2 SLP983 T01330089 $,FM-15,7
72509014739,2019-01-01T09:54:00,29.50s,47,58,0.00,,-0.05,3,67,29.50,BKN:07 38 BKN:07 200,29.47s,10.00,52,250,29,22,MET11101/01/19 09:54:02 METAR KBOS 011454Z 25019G25KT 10SM BKN038 BKN200 14/08 A2950 RMK AO2 SLP990 T01440083 53017 $,FM-15,7
72509014739,2019-01-01T10:00:00,,47,58,,,-0.05,3,67,29.50,41,29.48s,9.94,52,250,,22,SYN07472509 32666 62519 10144 20083 39982 49990 53017 91454 333 91025 555 90115=,FM-12,4
72509014739,2019-01-01T10:54:00,29.53,44,58,0.00,,,,60,29.53,FEW:02 36 SCT:04 46 SCT:04 200,29.50,10.00,51,280,31,22,MET13001/01/19 10:54:02 METAR KBOS 011554Z 28019G27KT 10SM FEW036 SCT046 SCT200 14/07 A2953 RMK AO2 PK WND 30032/1538 SLP000 T01440067 $,FM-15,7
72509014739,2019-01-01T11:54:00,29.57,38,56,0.00,,,,51,29.57,FEW:02 38 FEW:02 250,29.54,10.00,47,280,33,25,MET12301/01/19 11:54:02 METAR KBOS 011654Z 28022G29KT 10SM FEW038 FEW250 13/03 A2957 RMK AO2 PK WND 29041/1619 SLP013 T01330033 $,FM-15,7
72509014739,2019-01-01T12:54:00,29.62,35,55,0.00,,-0.12,3,47,29.62,FEW:02 45 FEW:02 200,29.59,10.00,46,280,36,22,MET14101/01/19 12:54:02 METAR KBOS 011754Z 28019G31KT 10SM FEW045 FEW200 13/02 A2962 RMK AO2 PK WND 28040/1709 SLP029 T01280017 10150 20122 53040 $,FM-15,7
72509014739,2019-01-01T13:00:00,,35,55,,,-0.12,3,47,29.62,41,29.60,9.94,46,280,,22,SYN08672509 32666 22819 10128 20017 30023 40029 53040 91754 333 10150 20050 91031 555 90118=,FM-12,4
72509014739,2019-01-01T13:54:00,29.66,34,54,0.00,,,,47,29.66,FEW:02 45 FEW:02 200,29.63,10.00,45,300,33,22,MET12301/01/19 13:54:02 METAR KBOS 011854Z 30019G29KT 10SM FEW045 FEW200 12/01 A2966 RMK AO2 PK WND 29033/1800 SLP043 T01220011 $,FM-15,7
72509014739,2019-01-01T14:54:00,29.73,30,51,0.00,,,,44,29.72,FEW:02 45 SCT:04 200,29.70,10.00,42,320,39,29,MET13101/01/19 14:54:02 METAR KBOS 011954Z 32025G34KT 10SM FEW045 SCT200 11/M01 A2973 RMK AO2 PK WND 34038/1929 PRESRR SLP066 T01061011 $,FM-15,7
72509014739,2019-01-01T15:54:00,29.78,29,48,0.00,,-0.16,3,48,29.78,SCT:04 45 SCT:04 200,29.75,10.00,40,310,36,23,MET13701/01/19 15:54:02 METAR KBOS 012054Z 31020G31KT 10SM SCT045 SCT200 09/M02 A2978 RMK AO2 PK WND 32036/2014 PRESRR SLP084 T00891017 53054 $,FM-15,7
72509014739,2019-01-01T16:00:00,,29,48,,,-0.16,3,48,29.78,41,29.76,9.94,40,310,,23,SYN07472509 32666 43120 10089 21017 30077 40084 53054 92054 333 91031 555 90121=,FM-12,4
72509014739,2019-01-01T16:54:00,29.85,28,45,0.00,,,,52,29.85,FEW:02 45 SCT:04 200,29.82,10.00,38,310,30,15,MET12401/01/19 16:54:02 METAR KBOS 012154Z 31013G26KT 10SM FEW045 SCT200 07/M02 A2985 RMK AO2 PK WND 32031/2142 SLP107 T00721022 $,FM-15,7
72509014739,2019-01-01T17:54:00,29.91,28,44,0.00,,,,53,29.91,FEW:02 45 FEW:02 200,29.88,10.00,38,310,23,14,MET12401/01/19 17:54:02 METAR KBOS 012254Z 31012G20KT 10SM FEW045 FEW200 07/M02 A2991 RMK AO2 PK WND 32027/2207 SLP127 T00671022 $,FM-15,7
72509014739,2019-01-01T18:54:00,29.95,27,42,0.00,,-0.17,1,55,29.95,FEW:02 39 FEW:02 200,29.92,10.00,36,310,28,14,MET12401/01/19 18:54:02 METAR KBOS 012354Z 31012G24KT 10SM FEW039 FEW200 06/M03 A2995 RMK AO2 SLP141 T00561028 10128 20056 51057 $,FM-15,7
72509014739,2019-01-01T19:00:00,,27,42,,,-0.17,1,55,29.95,41,29.93,9.94,36,310,,14,SYN08672509 32666 23112 10056 21028 30135 40141 51057 92354 333 10150 20050 91024 555 90200=,FM-12,4
72509014739,2019-01-01T19:54:00,30.00,26,41,0.00,,,,55,29.99,SCT:04 36 SCT:04 240,29.97,10.00,35,300,28,15,MET10601/01/19 19:54:01 METAR KBOS 020054Z 30013G24KT 10SM SCT036 SCT240 05/M03 A3000 RMK AO2 SLP157 T00501033 $,FM-15,7
72509014739,2019-01-01T20:54:00,30.03,23,39,0.00,,,,53,30.03,SCT:04 35 SCT:04 240,30.00,10.00,33,340,,15,MET10301/01/19 20:54:01 METAR KBOS 020154Z 34013KT 10SM SCT035 SCT240 04/M05 A3003 RMK AO2 SLP169 T00391050 $,FM-15,7
72509014739,2019-01-01T21:54:00,30.06,21,37,0.00,,-0.12,1,52,30.06,FEW:02 35 FEW:02 250,30.03,10.00,31,320,20,14,MET11201/01/19 21:54:02 METAR KBOS 020254Z 32012G17KT 10SM FEW035 FEW250 03/M06 A3006 RMK AO2 SLP180 T00281061 51039 $,FM-15,7
72509014739,2019-01-01T22:00:00,,21,37,,,-0.12,1,52,30.06,41,30.04,9.94,31,320,,14,SYN07472509 32666 23212 10028 21061 30172 40180 51039 90254 333 91017 555 90203=,FM-12,4
72509014739,2019-01-01T22:54:00,30.09,21,35,0.00,,,,57,30.09,FEW:02 35 FEW:02 250,30.06,10.00,30,330,,11,MET10301/01/19 22:54:02 METAR KBOS 020354Z 33010KT 10SM FEW035 FEW250 02/M06 A3009 RMK AO2 SLP188 T00171061 $,FM-15,7
72509014739,2019-01-01T23:54:00,30.11,18,34,0.00,,,,52,30.11,FEW:02 35 FEW:02 250,30.08,10.00,29,330,,11,MET11301/01/19 23:54:02 METAR KBOS 020454Z 33010KT 10SM FEW035 FEW250 01/M08 A3011 RMK AO2 SLP197 T00111078 401500011 $,FM-15,7
72509014739,2019-01-01T23:59:00,,,,,,,,,,,,,,,,,SOD73924 HR PRECIPITATION (IN): 0.38  24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 5924 HR MIN TEMP (F): 34AVERAGE STATION PRESSURE(D):29.691 MINIMUM SEA LEVEL PRESSURE:29.44 TIME OF OCCURRENCE:0657 PEAK WIND SPEED (MPH): 47 PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 35FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):15.9 24 HR AVG TEMP (F): 47DEPART FROM NORMAL: 17  HEATING DEGREE DAYS: 18 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 59 LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.14 0.09 0.12T     0.03T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6
72509014739,2019-01-02T00:54:00,30.14,17,33,0.00,,-0.08,3,52,30.14,FEW:02 250,30.11,10.00,28,320,,11,MET11401/02/19 00:54:02 METAR KBOS 020554Z 32010KT 10SM FEW250 01/M08 A3014 RMK AO2 SLP207 T00061083 10056 20006 53027 $,FM-15,7
72509014739,2019-01-02T01:00:00,,17,33,,,-0.08,3,52,30.14,,30.12,9.94,28,320,,11,SYN08072509 32966 23210 10006 21083 30199 40207 53027 90554 333 10122 20006 555 90206=,FM-12,4
72509014739,2019-01-02T01:54:00,30.18,16,32,0.00,,,,52,30.17,CLR:00,30.15,10.00,27,310,23,14,MET09601/02/19 01:54:02 METAR KBOS 020654Z 31012G20KT 10SM CLR 00/M09 A3018 RMK AO2 SLP218 T00001089 $,FM-15,7
72509014739,2019-01-02T02:54:00,30.20,14,31,0.00,,,,49,30.19,FEW:02 250,30.17,10.00,26,320,,15,MET09701/02/19 02:54:02 METAR KBOS 020754Z 32013KT 10SM FEW250 M01/M10 A3020 RMK AO2 SLP224 T10061100 $,FM-15,7
72509014739,2019-01-02T03:54:00,30.22,13,30,0.00,,-0.07,1,49,30.22,BKN:07 220,30.19,10.00,25,310,,13,MET10301/02/19 03:54:02 METAR KBOS 020854Z 31011KT 10SM BKN220 M01/M11 A3022 RMK AO2 SLP232 T10111106 51025 $,FM-15,7
72509014739,2019-01-02T04:00:00,,13,30,,,-0.07,1,49,30.22,,30.20,9.94,25,310,,13,SYN06472509 32966 63111 11011 21106 30226 40232 51025 90854 555 90209=,FM-12,4
72509014739,2019-01-02T04:54:00,30.23,13,29,0.00,,,,51,30.22,FEW:02 120 BKN:07 220,30.20,10.00,24,320,,11,MET10401/02/19 04:54:02 METAR KBOS 020954Z 32010KT 10SM FEW120 BKN220 M02/M11 A3023 RMK AO2 SLP235 T10171106 $,FM-15,7
72509014739,2019-01-02T05:54:00,30.27,12,29,0.00,,,,49,30.27,FEW:02 120 BKN:07 220,30.24,10.00,24,330,21,14,MET10701/02/19 05:54:02 METAR KBOS 021054Z 33012G18KT 10SM FEW120 BKN220 M02/M11 A3027 RMK AO2 SLP250 T10171111 $,FM-15,7
72509014739,2019-01-02T06:54:00,30.31,10,28,0.00,,-0.10,3,47,30.31,FEW:02 45 BKN:07 120 BKN:07 200,30.28,10.00,23,330,23,14,MET13201/02/19 06:54:02 METAR KBOS 021154Z 33012G20KT 10SM FEW045 BKN120 BKN200 M02/M12 A3031 RMK AO2 SLP264 T10221122 10006 21022 53033 $,FM-15,7
72509014739,2019-01-02T07:00:00,,10,28,,,-0.10,3,47,30.31,41,30.29,9.94,23,330,,14,SYN08672509 32666 63312 11022 21122 30256 40264 53033 91154 333 10150 21022 91020 555 90212=,FM-12,4
72509014739,2019-01-02T07:54:00,30.34,8,29,0.00,,,,41,30.33,FEW:02 50 BKN:07 120 BKN:07 250,30.31,10.00,23,VRB,,9,MET11101/02/19 07:54:02 METAR KBOS 021254Z 35008KT 10SM FEW050 BKN120 BKN250 M02/M13 A3034 RMK AO2 SLP272 T10171133 $,FM-15,7
72509014739,2019-01-02T08:54:00,30.35,6,30,0.00,,,,36,30.35,FEW:02 50 FEW:02 120 FEW:02 250,30.32,10.00,23,VRB,,11,MET11101/02/19 08:54:02 METAR KBOS 021354Z 34010KT 10SM FEW050 FEW120 FEW250 M01/M14 A3035 RMK AO2 SLP277 T10111144 $,FM-15,7
72509014739,2019-01-02T09:54:00,30.36,5,32,0.00,,-0.04,1,32,30.35,FEW:02 50 FEW:02 250,30.33,10.00,25,360,,6,MET10901/02/19 09:54:02 METAR KBOS 021454Z 36005KT 10SM FEW050 FEW250 00/M15 A3036 RMK AO2 SLP279 T00001150 51015 $,FM-15,7
72509014739,2019-01-02T10:00:00,,5,32,,,-0.04,1,32,30.35,57,30.34,9.94,25,360,,6,SYN06472509 32766 23605 10000 21150 30273 40279 51015 91454 555 90215=,FM-12,4
72509014739,2019-01-02T10:54:00,30.34,4,33,0.00,,,,29,30.33,FEW:02 50 SCT:04 250,30.31,10.00,25,10,,7,MET10301/02/19 10:54:02 METAR KBOS 021554Z 01006KT 10SM FEW050 SCT250 01/M16 A3034 RMK AO2 SLP272 T00061156 $,FM-15,7
72509014739,2019-01-02T11:54:00,30.32,2,35,0.00,,,,24,30.32,FEW:02 50 BKN:07 250,30.29,10.00,26,10,,6,MET10301/02/19 11:54:02 METAR KBOS 021654Z 01005KT 10SM FEW050 BKN250 02/M17 A3032 RMK AO2 SLP266 T00171167 $,FM-15,7
72509014739,2019-01-02T12:54:00,30.32,0,36,0.00,,0.04,6,21,30.32,FEW:02 50 BKN:07 250,30.29,10.00,26,VRB,,3,MET11901/02/19 12:54:02 METAR KBOS 021754Z VRB03KT 10SM FEW050 BKN250 02/M18 A3032 RMK AO2 SLP266 T00221178 10022 21022 56013,FM-15,7
72509014739,2019-01-02T13:00:00,,0,36,,,0.04,6,21,30.32,57,30.30,9.94,26,,,3,SYN08072509 32766 6//03 10022 21178 30260 40266 56013 91754 333 10022 21022 555 90218=,FM-12,4
72509014739,2019-01-02T13:54:00,30.31,5,35,0.00,,,,28,30.31,FEW:02 45 SCT:04 150 BKN:07 250,30.28,10.00,26,120,,6,MET10801/02/19 13:54:02 METAR KBOS 021854Z 12005KT 10SM FEW045 SCT150 BKN250 02/M15 A3031 RMK AO2 SLP263 T00171150,FM-15,7
72509014739,2019-01-02T14:54:00,30.30,10,34,0.00,,,,37,30.30,FEW:02 40 BKN:07 170 OVC:08 250,30.27,10.00,27,120,,7,MET10801/02/19 14:54:02 METAR KBOS 021954Z 12006KT 10SM FEW040 BKN170 OVC250 01/M12 A3030 RMK AO2 SLP260 T00111122,FM-15,7
72509014739,2019-01-02T15:54:00,30.30,9,33,0.00,,0.02,6,36,30.29,FEW:02 40 SCT:04 170 BKN:07 240,30.27,10.00,26,150,,6,MET11401/02/19 15:54:02 METAR KBOS 022054Z 15005KT 10SM FEW040 SCT170 BKN240 01/M13 A3030 RMK AO2 SLP258 T00061128 56008,FM-15,7
72509014739,2019-01-02T16:00:00,,9,33,,,0.02,6,36,30.29,41,30.28,9.94,26,150,,6,SYN06472509 32666 81505 10006 21128 30253 40258 56008 92054 555 90221=,FM-12,4
72509014739,2019-01-02T16:54:00,30.29,8,32,0.00,,,,36,30.29,FEW:02 170 SCT:04 240 BKN:07 300,30.26,10.00,25,150,,5,MET10801/02/19 16:54:02 METAR KBOS 022154Z 15004KT 10SM FEW170 SCT240 BKN300 00/M13 A3029 RMK AO2 SLP256 T00001133,FM-15,7
72509014739,2019-01-02T17:54:00,30.28,13,32,0.00,,,,45,30.27,FEW:02 170 FEW:02 240,30.25,10.00,26,150,,9,MET10101/02/19 17:54:02 METAR KBOS 022254Z 15008KT 10SM FEW170 FEW240 00/M11 A3028 RMK AO2 SLP251 T00001106,FM-15,7
72509014739,2019-01-02T18:54:00,30.30,12,32,0.00,,0.00,5,43,30.29,FEW:02 170,30.27,10.00,26,180,,8,MET11201/02/19 18:54:02 METAR KBOS 022354Z 18007KT 10SM FEW170 00/M11 A3030 RMK AO2 SLP258 T00001111 10028 21006 55000,FM-15,7
72509014739,2019-01-02T19:00:00,,12,32,,,0.00,5,43,30.29,,30.28,9.94,26,180,,8,SYN08072509 32966 21807 10000 21111 30253 40258 55000 92354 333 10028 21022 555 90300=,FM-12,4
72509014739,2019-01-02T19:54:00,30.28,17,32,0.00,,,,54,30.27,BKN:07 170,30.25,10.00,27,160,,13,MET09401/02/19 19:54:01 METAR KBOS 030054Z 16011KT 10SM BKN170 00/M08 A3028 RMK AO2 SLP251 T00001083,FM-15,7
72509014739,2019-01-02T20:54:00,30.24,16,32,0.00,,,,52,30.24,OVC:08 150,30.21,10.00,27,170,,10,MET09401/02/19 20:54:01 METAR KBOS 030154Z 17009KT 10SM OVC150 00/M09 A3024 RMK AO2 SLP240 T00001089,FM-15,7
72509014739,2019-01-02T21:54:00,30.21,19,32,0.00,,0.09,8,59,30.21,SCT:04 160 OVC:08 250,30.18,10.00,28,170,,11,MET10701/02/19 21:54:02 METAR KBOS 030254Z 17010KT 10SM SCT160 OVC250 00/M07 A3021 RMK AO2 SLP229 T00001072 58029,FM-15,7
72509014739,2019-01-02T22:00:00,,19,32,,,0.09,8,59,30.21,,30.19,9.94,28,170,,11,SYN06472509 32966 81710 10000 21072 30223 40229 58029 90254 555 90303=,FM-12,4
72509014739,2019-01-02T22:54:00,30.19,22,32,0.00,,,,66,30.19,BKN:07 160 OVC:08 200,30.16,10.00,29,170,,10,MET10101/02/19 22:54:02 METAR KBOS 030354Z 17009KT 10SM BKN160 OVC200 00/M06 A3019 RMK AO2 SLP224 T00001056,FM-15,7
72509014739,2019-01-02T23:54:00,30.18,23,32,0.00,,,,69,30.18,BKN:07 70 OVC:08 160,30.15,10.00,29,180,,6,MET11101/02/19 23:54:02 METAR KBOS 030454Z 18005KT 10SM BKN070 OVC160 00/M05 A3018 RMK AO2 SLP219 T00001050 400281022,FM-15,7
72509014739,2019-01-02T23:59:00,,,,,,,,,,,,,,,,,SOD72224 HR PRECIPITATION (IN): 0.00  24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 3724 HR MIN TEMP (F): 28AVERAGE STATION PRESSURE(D):30.237 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:0009 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 18FASTEST 2MIN DIR (DEG):310 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 9.4 24 HR AVG TEMP (F): 33DEPART FROM NORMAL:  3  HEATING DEGREE DAYS: 32 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 37 LATEST NIGHT MIN TEMP(1900-0800 LST):28 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6
72509014739,2019-01-03T00:45:00,30.15,24,33,,,,,70,,BKN:07 27 OVC:08 70,30.12,10.00,30,160,,7,MET09401/03/19 00:45:02 SPECI KBOS 030545Z 16006KT 10SM BKN027 OVC070 01/M04 A3015 RMK AO2 T00061044,FM-16,7
72509014739,2019-01-03T00:54:00,30.14,24,33,0.00,,0.07,8,70,30.13,BKN:07 27 OVC:08 65,30.11,10.00,30,150,,8,MET11901/03/19 00:54:02 METAR KBOS 030554Z 15007KT 10SM BKN027 OVC065 01/M04 A3014 RMK AO2 SLP204 T00061044 10006 21011 58025,FM-15,7
72509014739,2019-01-03T01:00:00,,24,33,,,0.07,8,70,30.13,26,30.12,9.94,30,150,,8,SYN08072509 32566 81507 10006 21044 30199 40204 58025 90554 333 10006 21022 555 90306=,FM-12,4
72509014739,2019-01-03T01:13:00,30.12,25,34,,,,,70,,SCT:04 27 OVC:08 60,30.09,10.00,31,150,,11,MET09401/03/19 01:13:02 SPECI KBOS 030613Z 15010KT 10SM SCT027 OVC060 01/M04 A3012 RMK AO2 T00111039,FM-16,7
72509014739,2019-01-03T01:54:00,30.08,26,35,0.00,,,,70,30.08,FEW:02 27 OVC:08 60,30.05,10.00,32,140,,13,MET10101/03/19 01:54:02 METAR KBOS 030654Z 14011KT 10SM FEW027 OVC060 02/M03 A3008 RMK AO2 SLP185 T00171033,FM-15,7
72509014739,2019-01-03T02:54:00,30.05,26,35,0.00,,,,70,30.05,FEW:02 25 OVC:08 50,30.02,10.00,32,180,,13,MET10101/03/19 02:54:02 METAR KBOS 030754Z 18011KT 10SM FEW025 OVC050 02/M03 A3005 RMK AO2 SLP175 T00171033,FM-15,7
72509014739,2019-01-03T03:54:00,29.97,27,35,T,-SN:03 |SN |,0.17,8,72,29.97,FEW:02 43 BKN:07 60 OVC:08 80,29.94,9.00,32,170,,9,MET13501/03/19 03:54:02 METAR KBOS 030854Z 17008KT 9SM -SN FEW043 BKN060 OVC080 02/M03 A2997 RMK AO2 SNB46 SLP148 P0000 60000 T00171028 58056,FM-15,7
72509014739,2019-01-03T04:00:00,,27,35,,,0.17,8,72,29.97,41,29.95,8.70,32,170,,9,SYN07672509 11664 81708 10017 21028 30141 40148 58056 69907 771// 90854 555 90309=,FM-12,4
72509014739,2019-01-03T04:54:00,29.93,29,36,T,,,,76,29.92,OVC:08 34,29.90,10.00,33,180,,8,MET10601/03/19 04:54:02 METAR KBOS 030954Z 18007KT 10SM OVC034 02/M02 A2993 RMK AO2 SNE28 SLP133 P0000 T00221017,FM-15,7
72509014739,2019-01-03T05:32:00,29.90,29,36,,,,,76,,BKN:07 22 BKN:07 30 OVC:08 44,29.87,10.00,33,170,,7,MET10101/03/19 05:32:02 SPECI KBOS 031032Z 17006KT 10SM BKN022 BKN030 OVC044 02/M02 A2990 RMK AO2 T00221017,FM-16,7
72509014739,2019-01-03T05:40:00,29.89,29,36,,,,,76,,SCT:04 24 BKN:07 30 OVC:08 44,29.86,10.00,33,170,,7,MET10101/03/19 05:40:02 SPECI KBOS 031040Z 17006KT 10SM SCT024 BKN030 OVC044 02/M02 A2989 RMK AO2 T00221017,FM-16,7
72509014739,2019-01-03T05:54:00,29.89,29,36,0.00,,,,76,29.88,FEW:02 24 OVC:08 44,29.86,10.00,33,160,,7,MET10101/03/19 05:54:02 METAR KBOS 031054Z 16006KT 10SM FEW024 OVC044 02/M02 A2989 RMK AO2 SLP119 T00221017,FM-15,7
72509014739,2019-01-03T06:54:00,29.88,31,37,0.00,,0.09,6,79,29.88,OVC:08 32,29.85,10.00,35,180,,8,MET11801/03/19 06:54:02 METAR KBOS 031154Z 18007KT 10SM OVC032 03/M01 A2988 RMK AO2 SLP117 60000 T00281006 10028 20006 56031,FM-15,7
72509014739,2019-01-03T07:00:00,,31,37,,,0.09,6,79,29.88,26,29.86,9.94,35,180,,8,SYN08672509 12566 81807 10028 21006 30111 40117 56031 69901 91154 333 10028 21010 555 90312=,FM-12,4
72509014739,2019-01-03T07:54:00,29.88,32,38,T,-RA:02 |RA |RA,,,79,29.87,FEW:02 26 OVC:08 33,29.85,10.00,36,200,,6,MET11601/03/19 07:54:02 METAR KBOS 031254Z 20005KT 10SM -RA FEW026 OVC033 03/00 A2988 RMK AO2 RAB48 SLP116 P0000 T00330000,FM-15,7
72509014739,2019-01-03T08:24:00,29.88,33,38,0.01,-RA:02 |RA |RA,,,83,,SCT:04 18 BKN:07 28 OVC:08 34,29.85,8.00,36,220,,9,MET10901/03/19 08:24:02 SPECI KBOS 031324Z 22008KT 8SM -RA SCT018 BKN028 OVC034 03/01 A2988 RMK AO2 P0001 T00330006,FM-16,7
