STATION,DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,REM,REPORT_TYPE,SOURCE
72509014739,2019-03-21T22:00:00,,36,41,,,0.11,8,82,29.88,15,29.86,9.94,39,70,,11,SYN06472509 32466 80710 10050 20022 30111 40119 58036 90254 555 92203=,FM-12,4
72509014739,2019-03-21T22:54:00,29.83,36,41,0.00,,,,82,29.83,BKN:07 15 OVC:08 110,29.80,10.00,39,70,,13,MET10003/21/19 22:54:02 METAR KBOS 220354Z 07011KT 10SM BKN015 OVC110 05/02 A2983 RMK AO2 SLP102 T00500022,FM-15,7
72509014739,2019-03-21T23:52:00,29.80,36,41,,-RA:02 |RA |RA,,,81,,OVC:08 12,29.77,10.00,39,60,,14,MET10303/21/19 23:52:03 SPECI KBOS 220452Z 06012KT 10SM -RA OVC012 05/02 A2980 RMK AO2 RAB49 P0000 FIBI (ETM),FM-16,6
72509014739,2019-03-21T23:54:00,29.80,36,41,T,-RA:02 |RA |RA,,,82,29.80,OVC:08 12,29.77,9.00,39,60,,13,MET11803/21/19 23:54:02 METAR KBOS 220454Z 06011KT 9SM -RA OVC012 05/02 A2980 RMK AO2 RAB49 SLP090 P0000 T00500022 401110006,FM-15,7
72509014739,2019-03-21T23:59:00,,,,,,,,,,,,,,,,,SOD71524 HR PRECIPITATION (IN):    T  24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5224 HR MIN TEMP (F): 33AVERAGE STATION PRESSURE:30.125 MINIMUM SEA LEVEL PRESSURE:29.79 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 25 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.7 24 HR AVG TEMP (F): 43DEPART FROM NORMAL:  3  HEATING DEGREE DAYS: 22 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):52  LATEST NIGHT MIN TEMP(1900-0800 LST):33 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T,SOD  ,6
72509014739,2019-03-22T00:30:00,29.76,37,41,,-RA:02 BR:1 |RA |RA,,,86,,OVC:08 8,29.73,5.00,39,50,,17,MET11103/22/19 00:30:02 SPECI KBOS 220530Z 05015KT 5SM -RA BR OVC008 05/03 A2976 RMK AO2 PRESFR P0003 T00500028 (ETM),FM-16,6
72509014739,2019-03-22T00:54:00,29.73,37,41,0.05,-RA:02 BR:1 |RA |RA,0.15,8,86,29.73,OVC:08 8,29.70,6.00,39,50,,20,MET13503/22/19 00:54:02 METAR KBOS 220554Z 05017KT 6SM -RA BR OVC008 05/03 A2973 RMK AO2 SLP068 P0005 60005 T00500028 10056 20044 58051 (ETM),FM-15,7
72509014739,2019-03-22T01:00:00,,37,41,,||RA,0.15,8,86,29.73,8,29.71,5.59,39,50,,20,SYN09872509 11359 80517 10050 20028 30060 40068 58051 60011 761// 90554 333 10056 20006 96010 555 92206=,FM-12,4
72509014739,2019-03-22T01:54:00,29.66,37,41,0.02,,,,86,29.65,OVC:08 8,29.63,9.00,39,40,25,21,MET12003/22/19 01:54:02 METAR KBOS 220654Z 04018G22KT 9SM OVC008 05/03 A2966 RMK AO2 RAE37 PRESFR SLP041 P0002 T00500028 (ETM),FM-15,7
72509014739,2019-03-22T02:54:00,29.61,38,41,T,-RA:02 |RA |RA,,,89,29.61,OVC:08 6,29.58,7.00,40,50,,17,MET11403/22/19 02:54:02 METAR KBOS 220754Z 05015KT 7SM -RA OVC006 05/03 A2961 RMK AO2 RAB43 SLP027 P0000 T00500033 (ETM),FM-15,7
72509014739,2019-03-22T03:54:00,29.58,38,41,0.10s,+RA:02 BR:1 |RA |RA,0.15,6,89,29.57,FEW:02 3 OVC:08 5,29.55,2.50,40,40,,21,MET13403/22/19 03:54:02 METAR KBOS 220854Z 04018KT 2 1/2SM +RA BR FEW003 OVC005 05/03 A2958 RMK AO2 SLP015 P0007 60009 T00500033 56052 (ETM),FM-15,7
72509014739,2019-03-22T04:00:00,,38,41,,||RA,0.15,6,89,29.57,2,29.56,2.49,40,40,,21,SYN08672509 11140 80418 10050 20033 30009 40015 56052 60027 765// 90854 333 96010 555 92209=,FM-12,4
72509014739,2019-03-22T04:36:00,29.48,38,41,0.18,RA:02 BR:1 |RA |RA,,,89,,BKN:07 5 OVC:08 26,29.45,3.00,40,40,37,24,MET13103/22/19 04:36:02 SPECI KBOS 220936Z 04021G32KT 3SM RA BR BKN005 OVC026 05/03 A2948 RMK AO2 PK WND 04032/0932 P0018 T00500033 (ETM),FM-16,7
72509014739,2019-03-22T04:54:00,29.46,38,41,0.17,-RA:02 BR:1 |RA |RA,,,89,29.45,BKN:07 5 BKN:07 10 OVC:08 38,29.43,3.00,40,30,33,26,MET15303/22/19 04:54:02 METAR KBOS 220954Z 03023G29KT 3SM -RA BR BKN005 BKN010 OVC038 05/03 A2946 RMK AO2 PK WND 04032/0932 PRESFR SLP974 P0020 T00500033 (ETM),FM-15,7
72509014739,2019-03-22T05:50:00,29.38,37,41,0.09,RA:02 BR:1 |RA |RA,,,87,,SCT:04 6 BKN:07 44 OVC:08 60,29.35,2.50,39,50,40,31,MET13803/22/19 05:50:02 SPECI KBOS 221050Z 05027G35KT 2 1/2SM RA BR SCT006 BKN044 OVC060 05/03 A2938 RMK AO2 PK WND 04035/1045 PRESFR P0009 (FA),FM-16,7
72509014739,2019-03-22T05:51:00,29.38,37,41,0.09,RA:02 BR:1 |RA |RA,,,87,,BKN:07 6 BKN:07 44 OVC:08 60,29.35,2.50,39,40,40,33,MET13803/22/19 05:51:02 SPECI KBOS 221051Z 04029G35KT 2 1/2SM RA BR BKN006 BKN044 OVC060 05/03 A2938 RMK AO2 PK WND 04035/1045 PRESFR P0009 (FA),FM-16,7
72509014739,2019-03-22T05:54:00,29.37,37,40,0.11,RA:02 BR:1 |RA |RA,,,89,29.37,BKN:07 6 BKN:07 44 OVC:08 60,29.34,3.00,39,50,41,34,MET15103/22/19 05:54:02 METAR KBOS 221054Z 05030G36KT 3SM RA BR BKN006 BKN044 OVC060 04/03 A2937 RMK AO2 PK WND 05036/1054 PRESFR SLP947 P0009 T00440028 (FA),FM-15,7
72509014739,2019-03-22T06:52:00,29.33,36,39,,-RA:02 |RA |RA,,,87,,SCT:04 6 BKN:07 11 OVC:08 60,29.30,10.00,38,30,37,29,MET13103/22/19 06:52:02 SPECI KBOS 221152Z 03025G32KT 10SM -RA SCT006 BKN011 OVC060 04/02 A2933 RMK AO2 PK WND 06038/1055 P0003 FIBI (FA),FM-16,6
72509014739,2019-03-22T06:54:00,29.33,36,40,0.01,-RA:02 |RA |RA,0.13,6,86,29.33,SCT:04 6 BKN:07 11 OVC:08 60,29.30,10.00,38,40,37,28,MET17303/22/19 06:54:02 METAR KBOS 221154Z 04024G32KT 10SM -RA SCT006 BKN011 OVC060 04/02 A2933 RMK AO2 PK WND 06038/1055 SLP932 P0003 60041 70046 T00440022 10050 20044 56043 (FA),FM-15,7
72509014739,2019-03-22T07:00:00,,36,40,,||RA,0.13,6,86,29.33,5,29.31,9.94,38,40,,28,SYN10472509 11266 80424 10044 20022 39925 49932 56043 60101 761// 91154 333 10111 20044 70117 91032 555 92212=,FM-12,4
72509014739,2019-03-22T07:49:00,29.28,36,39,0.02,-RA:02 BR:1 |RA |RA,,,87,,FEW:02 6 BKN:07 10 OVC:08 60,29.25,2.50,38,20,39,28,MET15003/22/19 07:49:02 SPECI KBOS 221249Z 02024G34KT 2 1/2SM R04R/5500VP6000FT -RA BR FEW006 BKN010 OVC060 04/02 A2928 RMK AO2 PK WND 02036/1233 P0002 (FA),FM-16,7
72509014739,2019-03-22T07:54:00,29.28,36,40,0.04,RA:02 BR:1 |RA |RA,,,86,29.27,FEW:02 6 BKN:07 10 OVC:08 60,29.25,2.50,38,20,38,29,MET16603/22/19 07:54:02 METAR KBOS 221254Z 02025G33KT 2 1/2SM R04R/5500VP6000FT RA BR FEW006 BKN010 OVC060 04/02 A2928 RMK AO2 PK WND 02036/1233 SLP913 P0003 T00440022 (FA),FM-15,7
72509014739,2019-03-22T08:05:00,29.26,36,40,0.01,-RA:02 BR:1 |RA |RA,,,86,,OVC:08 10,29.23,6.00,38,20,44,28,MET13103/22/19 08:05:02 SPECI KBOS 221305Z 02024G38KT 6SM -RA BR OVC010 04/02 A2926 RMK AO2 PK WND 03038/1256 PRESFR P0001 T00440022 (FA),FM-16,7
72509014739,2019-03-22T08:54:00,29.21,36,40,T,-RA:02 BR:1 |RA |RA,,,86,29.20,BKN:07 10 OVC:08 60,29.18,5.00,38,10,39,29,MET13803/22/19 08:54:02 METAR KBOS 221354Z 01025G34KT 5SM -RA BR BKN010 OVC060 04/02 A2921 RMK AO2 PK WND 03038/1256 SLP889 P0001 T00440022 (FA),FM-15,7
72509014739,2019-03-22T09:54:00,29.17,36,41,0.02,-RA:02 |RA |RA,0.11,8,82,29.17,OVC:08 12,29.14,8.00,39,360,,18,MET13703/22/19 09:54:02 METAR KBOS 221454Z 36016KT 8SM -RA OVC012 05/02 A2917 RMK AO2 PK WND 01029/1359 SLP878 P0001 60005 T00500022 58038 (FA),FM-15,7
72509014739,2019-03-22T10:00:00,,36,41,,||RA,0.11,8,82,29.17,15,29.15,7.46,39,360,,18,SYN07672509 11462 83616 10050 20022 39871 49878 58038 60017 761// 91454 555 92215=,FM-12,4
72509014739,2019-03-22T10:54:00,29.13,37,41,0.12,-RA:02 BR:1 |RA |RA,,,86,29.13,OVC:08 13,29.10,5.00,39,330,,11,MET11003/22/19 10:54:02 METAR KBOS 221554Z 33010KT 5SM -RA BR OVC013 05/03 A2913 RMK AO2 SLP864 P0012 T00500028 (FA),FM-15,7
72509014739,2019-03-22T11:54:00,29.12,37,41,0.11,-RA:02 BR:1 |RA |RA,,,86,29.12,BKN:07 10 OVC:08 15,29.09,6.00,39,280,,10,MET11703/22/19 11:54:02 METAR KBOS 221654Z 28009KT 6SM -RA BR BKN010 OVC015 05/03 A2912 RMK AO2 SLP861 P0011 T00500028 (FA),FM-15,7
72509014739,2019-03-22T12:54:00,29.10,36,41,0.07,-RA:02 |RA |RA,0.07,6,82,29.10,OVC:08 12,29.07,7.00,39,290,,16,MET13203/22/19 12:54:02 METAR KBOS 221754Z 29014KT 7SM -RA OVC012 05/02 A2910 RMK AO2 SLP854 P0008 60036 T00500022 10050 20044 56024 (HGC),FM-15,7
72509014739,2019-03-22T13:00:00,,36,41,,||RA,0.07,6,82,29.10,15,29.08,6.84,39,290,,16,SYN09272509 11461 82914 10050 20022 39847 49854 56024 60091 761// 91754 333 10050 20044 555 92218=,FM-12,4
72509014739,2019-03-22T13:54:00,29.07,37,41,0.06,-RA:02 |RA |RA,,,86,29.06,BKN:07 13 OVC:08 23,29.04,8.00,39,290,23,15,MET11803/22/19 13:54:02 METAR KBOS 221854Z 29013G20KT 8SM -RA BKN013 OVC023 05/03 A2907 RMK AO2 SLP842 P0005 T00500028 (HGC),FM-15,7
72509014739,2019-03-22T14:19:00,29.06,37,43,0.01,-RA:02 |RA |RA,,,80,,BKN:07 15 BKN:07 20 OVC:08 34,29.03,10.00,40,280,26,13,MET11903/22/19 14:19:02 SPECI KBOS 221919Z 28011G23KT 10SM -RA BKN015 BKN020 OVC034 06/03 A2906 RMK AO2 P0001 T00610028 (HGC),FM-16,7
72509014739,2019-03-22T14:54:00,29.05,36,42,T,,,,79,29.05,SCT:04 13 BKN:07 19 OVC:08 85,29.02,10.00,39,280,25,21,MET12803/22/19 14:54:02 METAR KBOS 221954Z 28018G22KT 10SM SCT013 BKN019 OVC085 06/02 A2905 RMK AO2 RAE46 SLP838 P0001 T00560022 (HGC),FM-15,7
72509014739,2019-03-22T15:54:00,29.07,35,43,0.00,,0.03,5,74,29.07,FEW:02 13 BKN:07 26 OVC:08 85,29.04,10.00,40,270,28,20,MET14603/22/19 15:54:02 METAR KBOS 222054Z 27017G24KT 10SM FEW013 BKN026 OVC085 06/02 A2907 RMK AO2 PK WND 28027/2027 SLP843 60006 T00610017 55011 (HGC),FM-15,7
72509014739,2019-03-22T16:00:00,,35,43,,,0.03,5,74,29.07,15,29.05,9.94,40,270,,20,SYN08072509 12466 82717 10061 20017 39837 49843 55011 60027 92054 333 91024 555 92221=,FM-12,4
72509014739,2019-03-22T16:42:00,29.08,35,43,T,-RA:02 |RA |RA,,,74,,SCT:04 23 OVC:08 31,29.05,10.00,40,270,29,20,MET13603/22/19 16:42:02 SPECI KBOS 222142Z 27017G25KT 10SM -RA SCT023 OVC031 06/02 A2908 RMK AO2 PK WND 27027/2057 RAB36 P0000 T00610017 (HGC),FM-16,7
72509014739,2019-03-22T16:54:00,29.09,35,44,T,,,,71,29.08,FEW:02 23 BKN:07 31 OVC:08 85,29.06,10.00,40,270,31,22,MET14903/22/19 16:54:02 METAR KBOS 222154Z 27019G27KT 10SM FEW023 BKN031 OVC085 07/02 A2909 RMK AO2 PK WND 26029/2144 RAB36E50 SLP849 P0000 T00670017 (HGC),FM-15,7
72509014739,2019-03-22T17:54:00,29.12,33,42,T,,,,71,29.11,FEW:02 24 BKN:07 36 OVC:08 90,29.09,10.00,38,280,31,17,MET14903/22/19 17:54:02 METAR KBOS 222254Z 28015G27KT 10SM FEW024 BKN036 OVC090 06/01 A2912 RMK AO2 PK WND 26030/2203 RAB12E26 SLP859 P0000 T00560006 (HGC),FM-15,7
72509014739,2019-03-22T18:54:00,29.14,32,42,T,,-0.07,3,68,29.14,FEW:02 27 BKN:07 38 OVC:08 85,29.11,10.00,38,280,36,20,MET17303/22/19 18:54:02 METAR KBOS 222354Z 28017G31KT 10SM FEW027 BKN038 OVC085 06/00 A2914 RMK AO2 PK WND 28031/2346 RAB29E46 SLP867 P0000 60006 T00560000 10067 20050 53024 (HGC),FM-15,7
72509014739,2019-03-22T19:00:00,,32,42,,,-0.07,3,68,29.14,26,29.12,9.94,38,280,,20,SYN09272509 12566 82817 10056 20000 39860 49867 53024 60021 92354 333 10067 20044 91031 555 92300=,FM-12,4
72509014739,2019-03-22T19:54:00,29.17,30,42,0.00,,,,62,29.16,FEW:02 29 BKN:07 37 OVC:08 100,29.14,10.00,37,270,33,17,MET12903/22/19 19:54:01 METAR KBOS 230054Z 27015G29KT 10SM FEW029 BKN037 OVC100 06/M01 A2917 RMK AO2 PK WND 26030/0020 SLP876 T00561011,FM-15,7
72509014739,2019-03-22T20:54:00,29.18,30,42,0.00,,,,62,29.18,FEW:02 27 BKN:07 37 OVC:08 100,29.15,10.00,37,270,36,21,MET12903/22/19 20:54:01 METAR KBOS 230154Z 27018G31KT 10SM FEW027 BKN037 OVC100 06/M01 A2918 RMK AO2 PK WND 28032/0058 SLP882 T00561011,FM-15,7
72509014739,2019-03-22T21:54:00,29.19,30,42,0.00,,-0.05,1,62,29.18,FEW:02 40 OVC:08 41,29.16,10.00,37,250,25,16,MET12803/22/19 21:54:02 METAR KBOS 230254Z 25014G22KT 10SM FEW040 OVC041 06/M01 A2919 RMK AO2 PK WND 29029/0209 SLP883 T00561011 51016,FM-15,7
72509014739,2019-03-22T22:00:00,,30,42,,,-0.05,1,62,29.18,41,29.17,9.94,37,250,,16,SYN07472509 32666 82514 10056 21011 39877 49883 51016 90254 333 91022 555 92303=,FM-12,4
72509014739,2019-03-22T22:54:00,29.19,31,42,0.00,,,,65,29.19,OVC:08 34,29.16,10.00,37,260,,20,MET11203/22/19 22:54:02 METAR KBOS 230354Z 26017KT 10SM OVC034 06/M01 A2919 RMK AO2 PK WND 24028/0312 SLP885 T00561006,FM-15,7
72509014739,2019-03-22T23:52:00,29.20,30,41,,-RA:02 |RA |RA,,,66,,BKN:07 29 OVC:08 35,29.17,10.00,36,270,30,22,MET13103/22/19 23:52:03 SPECI KBOS 230452Z 27019G26KT 10SM -RA BKN029 OVC035 05/M01 A2920 RMK AO2 PK WND 27029/0356 RAB45 P0000 FIBI (WL),FM-16,6
72509014739,2019-03-22T23:54:00,29.20,31,41,T,-RA:02 |RA |RA,,,67,29.20,BKN:07 29 OVC:08 35,29.17,10.00,37,270,30,22,MET14803/22/19 23:54:02 METAR KBOS 230454Z 27019G26KT 10SM -RA BKN029 OVC035 05/M01 A2920 RMK AO2 PK WND 27029/0356 RAB45 SLP888 P0000 T00501006 400670044,FM-15,7
72509014739,2019-03-22T23:59:00,,,,,,,,,,,,,,,,,SOD75924 HR PRECIPITATION (IN): 0.88  24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 4424 HR MIN TEMP (F): 40AVERAGE STATION PRESSURE:29.290 MINIMUM SEA LEVEL PRESSURE:29.05 TIME OF OCCURRENCE:1511 PEAK WIND SPEED (MPH): 44 PEAK WIND DIR (DEG): 30 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 35FASTEST 2MIN DIR (DEG): 20 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):21.0 24 HR AVG TEMP (F): 42DEPART FROM NORMAL:  2  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS: 23 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):44  LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.05 0.02 T    0.10 0.17 0.11 0.01 0.04 T    0.02 0.12 0.11 0.07 0.06 T    0.00 T    T    T    0.00 0.00 0.00 0.00 T,SOD  ,6
72509014739,2019-03-23T00:54:00,29.22,32,37,0.03,-SN:03 RA:02 |RA RA SN |RA,-0.03,3,82,29.21,OVC:08 15,29.19,5.00,35,250,31,23,MET16003/23/19 00:54:02 METAR KBOS 230554Z 25020G27KT 5SM -SNRA OVC015 03/00 A2922 RMK AO2 PK WND 27029/0518 SNB47 SLP893 P0003 60003 T00280000 10061 20028 53010 (WL),FM-15,7
72509014739,2019-03-23T01:00:00,,32,37,,,-0.03,3,82,29.21,15,29.20,4.97,35,250,,23,SYN10472509 11458 82520 10028 20000 39887 49893 53010 69981 771// 90554 333 10061 20028 91027 96063 555 92306=,FM-12,4
72509014739,2019-03-23T01:12:00,29.22,32,36,T,-SN:03 RA:02 BR:1 |RA RA |RA,,,86,,OVC:08 14,29.19,3.00,34,250,29,22,MET12603/23/19 01:12:02 SPECI KBOS 230612Z 25019G25KT 3SM -SNRA BR OVC014 02/00 A2922 RMK AO2 PK WND 26027/0559 P0000 T00220000 (WL),FM-16,7
72509014739,2019-03-23T01:21:00,29.22,32,36,T,-SN:03 RA:02 BR:1 |RA RA |RA,,,86,,BKN:07 11 OVC:08 16,29.19,2.50,34,250,30,24,MET13703/23/19 01:21:02 SPECI KBOS 230621Z 25021G26KT 2 1/2SM -SNRA BR BKN011 OVC016 02/00 A2922 RMK AO2 PK WND 26027/0559 P0000 T00220000 (WL),FM-16,7
72509014739,2019-03-23T01:35:00,29.22,31,36,T,-SN:03 |SN |,,,82,,BKN:07 11 OVC:08 21,29.19,4.00,34,260,32,22,MET13503/23/19 01:35:02 SPECI KBOS 230635Z 26019G28KT 4SM -SN BKN011 OVC021 02/M01 A2922 RMK AO2 PK WND 25028/0632 RAE35 P0000 T00221006 (WL),FM-16,7
72509014739,2019-03-23T01:52:00,29.23,30,36,,-SN:03 |SN |,,,81,,SCT:04 13 BKN:07 18 OVC:08 70,29.20,7.00,34,260,28,20,MET13703/23/19 01:52:02 SPECI KBOS 230652Z 26017G24KT 7SM -SN SCT013 BKN018 OVC070 02/M01 A2923 RMK AO2 PK WND 25028/0632 RAE35 P0001 FIBI (WL),FM-16,6
72509014739,2019-03-23T01:54:00,29.23,31,36,0.01,-SN:03 |SN |,,,82,29.22,SCT:04 13 BKN:07 18 OVC:08 44,29.20,7.00,34,260,28,17,MET14903/23/19 01:54:02 METAR KBOS 230654Z 26015G24KT 7SM -SN SCT013 BKN018 OVC044 02/M01 A2923 RMK AO2 PK WND 25028/0632 RAE35 SLP896 P0001 T00221006 (WL),FM-15,7
72509014739,2019-03-23T02:11:00,29.23,30,36,T,-SN:03 |SN |,,,79,,SCT:04 16 BKN:07 27 OVC:08 36,29.20,2.50,34,270,33,24,MET15003/23/19 02:11:02 SPECI KBOS 230711Z 27021G29KT 2 1/2SM -SN SCT016 BKN027 OVC036 02/M01 A2923 RMK AO2 PK WND 28032/0656 CIG 020 E P0000 T00221011 (WL),FM-16,7
72509014739,2019-03-23T02:20:00,29.23,30,35,T,-SN:03 |SN |,,,82,,SCT:04 14 BKN:07 20 OVC:08 36,29.20,1.75,33,270,34,25,MET14003/23/19 02:20:02 SPECI KBOS 230720Z 27022G30KT 1 3/4SM -SN SCT014 BKN020 OVC036 02/M01 A2923 RMK AO2 PK WND 28032/0656 P0000 T00171011 (WL),FM-16,7
72509014739,2019-03-23T02:30:00,29.23,30,35,T,-SN:03 |SN |,,,82,,BKN:07 14 OVC:08 20,29.20,2.50,33,270,36,23,MET13303/23/19 02:30:02 SPECI KBOS 230730Z 27020G31KT 2 1/2SM -SN BKN014 OVC020 02/M01 A2923 RMK AO2 PK WND 28032/0656 P0000 T00171011 (WL),FM-16,7
72509014739,2019-03-23T02:52:00,29.24,30,36,,-SN:03 |SN |,,,81,,SCT:04 14 SCT:04 20 OVC:08 42,29.21,5.00,34,270,33,21,MET13103/23/19 02:52:02 SPECI KBOS 230752Z 27018G29KT 5SM -SN SCT014 SCT020 OVC042 02/M01 A2924 RMK AO2 PK WND 28032/0656 P0000 FIBI (WL),FM-16,6
72509014739,2019-03-23T02:54:00,29.24,30,35,T,-SN:03 |SN |,,,82,29.23,SCT:04 14 SCT:04 20 OVC:08 42,29.21,5.00,33,270,33,20,MET14303/23/19 02:54:02 METAR KBOS 230754Z 27017G29KT 5SM -SN SCT014 SCT020 OVC042 02/M01 A2924 RMK AO2 PK WND 28032/0656 SLP900 P0000 T00171011 (WL),FM-15,7
72509014739,2019-03-23T03:27:00,29.25,29,35,T,-SN:03 |SN |,,,78,,FEW:02 18 OVC:08 28,29.22,2.50,33,260,33,24,MET13303/23/19 03:27:02 SPECI KBOS 230827Z 26021G29KT 2 1/2SM -SN FEW018 OVC028 02/M02 A2925 RMK AO2 PK WND 27032/0800 P0000 T00171017 (WL),FM-16,7
72509014739,2019-03-23T03:43:00,29.26,29,36,T,-SN:03 |SN |,,,76,,OVC:08 28,29.23,5.00,33,280,31,23,MET12203/23/19 03:43:02 SPECI KBOS 230843Z 28020G27KT 5SM -SN OVC028 02/M02 A2926 RMK AO2 PK WND 27032/0800 P0000 T00221017 (WL),FM-16,7
72509014739,2019-03-23T03:54:00,29.27,29,35,T,-SN:03 |SN |,-0.05,3,78,29.26,FEW:02 18 OVC:08 26,29.24,2.50,33,280,33,24,MET15203/23/19 03:54:02 METAR KBOS 230854Z 28021G29KT 2 1/2SM -SN FEW018 OVC026 02/M02 A2927 RMK AO2 PK WND 27032/0800 SLP909 P0000 60001 T00171017 53017 (WL),FM-15,7
72509014739,2019-03-23T04:00:00,,29,35,,,-0.05,3,78,29.26,15,29.25,2.49,33,280,,24,SYN08672509 11440 82821 10017 21017 39904 49909 53017 69937 771// 90854 333 91029 555 92309=,FM-12,4
72509014739,2019-03-23T04:11:00,29.27,29,35,T,-SN:03 |SN |,,,78,,FEW:02 20 OVC:08 26,29.24,3.00,33,280,32,25,MET12903/23/19 04:11:02 SPECI KBOS 230911Z 28022G28KT 3SM -SN FEW020 OVC026 02/M02 A2927 RMK AO2 PK WND 27030/0858 P0000 T00171017 (WL),FM-16,7
72509014739,2019-03-23T04:28:00,29.29,29,35,T,-SN:03 |SN |,,,78,,OVC:08 26,29.26,2.00,33,270,36,23,MET12203/23/19 04:28:02 SPECI KBOS 230928Z 27020G31KT 2SM -SN OVC026 02/M02 A2929 RMK AO2 PK WND 27031/0923 P0000 T00171017 (WL),FM-16,7
72509014739,2019-03-23T04:54:00,29.31,29,34,T,-SN:03 |SN |,,,82,29.31,FEW:02 13 OVC:08 20,29.28,2.00,32,280,33,22,MET13603/23/19 04:54:02 METAR KBOS 230954Z 28019G29KT 2SM -SN FEW013 OVC020 01/M02 A2931 RMK AO2 PK WND 27031/0923 SLP924 P0000 T00111017 (WL),FM-15,7
72509014739,2019-03-23T05:11:00,29.32,29,34,T,-SN:03 |SN |,,,82,,SCT:04 16 OVC:08 22,29.29,1.50,32,270,29,18,MET14703/23/19 05:11:02 SPECI KBOS 231011Z 27016G25KT 1 1/2SM -SN SCT016 OVC022 01/M02 A2932 RMK AO2 PK WND 29028/0955 SFC VIS 1 3/4 P0000 T00111017 (WL),FM-16,7
72509014739,2019-03-23T05:17:00,29.33,29,34,,-SN:03 |SN |,,,82,,SCT:04 14 SCT:04 19 OVC:08 30,29.30,2.50,32,280,29,20,MET14003/23/19 05:17:02 SPECI KBOS 231017Z 28017G25KT 2 1/2SM -SN SCT014 SCT019 OVC030 01/M02 A2933 RMK AO2 PK WND 29028/0955 P0000 T00111017 (WL),FM-16,6
72509014739,2019-03-23T05:25:00,29.33,29,35,T,-SN:03 |SN |,,,78,,SCT:04 12 BKN:07 32 OVC:08 42,29.30,4.00,33,280,30,20,MET13603/23/19 05:25:02 SPECI KBOS 231025Z 28017G26KT 4SM -SN SCT012 BKN032 OVC042 02/M02 A2933 RMK AO2 PK WND 29028/0955 P0000 T00171017 (WL),FM-16,7
72509014739,2019-03-23T05:54:00,29.35,28,35,T,-SN:03 |SN |,,,76,29.35,FEW:02 12 SCT:04 44 OVC:08 65,29.32,8.00,32,290,34,22,MET14303/23/19 05:54:02 METAR KBOS 231054Z 29019G30KT 8SM -SN FEW012 SCT044 OVC065 02/M02 A2935 RMK AO2 PK WND 28030/1048 SLP939 P0000 T00171022 (WL),FM-15,7
72509014739,2019-03-23T06:54:00,29.41,27,36,T,,-0.14,3,70,29.41,FEW:02 19 SCT:04 45 OVC:08 70,29.38,10.00,33,280,33,25,MET17603/23/19 06:54:02 METAR KBOS 231154Z 28022G29KT 10SM FEW019 SCT045 OVC070 02/M03 A2941 RMK AO2 PK WND 29029/1144 SNE52 SLP958 P0000 60001 70046 T00221028 10028 20011 53049 (WL),FM-15,7
72509014739,2019-03-23T07:00:00,,27,36,,,-0.14,3,70,29.41,15,29.39,9.94,33,280,,25,SYN09872509 12466 82822 10022 21028 39952 49958 53049 69931 91154 333 10067 20011 70117 91029 555 92312=,FM-12,4
72509014739,2019-03-23T07:54:00,29.46,25,37,0.00,,,,62,29.46,FEW:02 19 SCT:04 45 OVC:08 70,29.43,10.00,32,300,33,24,MET13403/23/19 07:54:02 METAR KBOS 231254Z 30021G29KT 10SM FEW019 SCT045 OVC070 03/M04 A2946 RMK AO2 PK WND 29029/1254 SLP976 T00281039 (WL),FM-15,7
72509014739,2019-03-23T08:54:00,29.50,26,39,0.00,,,,60,29.49,FEW:02 25 SCT:04 50 SCT:04 70,29.47,10.00,34,290,32,26,MET13403/23/19 08:54:02 METAR KBOS 231354Z 29023G28KT 10SM FEW025 SCT050 SCT070 04/M03 A2950 RMK AO2 PK WND 29033/1256 SLP988 T00391033 (WL),FM-15,7
