AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,MONTH,DAY,DEPARTURE_DELAY
6.71,0.0,0.0,65,78,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28,4
9.17,0.04,0.0,72,84,65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29,2
12.97,2.46,0.0,71,78,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30,16
10.74,0.0,0.0,53,62,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,2
7.16,0.0,0.0,57,64,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,5
7.61,0.0,0.0,57,73,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0
6.71,0.0,0.0,57,60,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,0
11.86,0.0,0.0,61,76,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1
14.54,0.0,0.0,67,73,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,6,5
13.2,0.0,0.0,62,69,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,-1
11.41,0.0,0.0,51,56,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,8,2
8.95,0.0,0.0,51,60,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9,0
7.61,0.07,0.0,49,53,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,5
16.11,0.54,0.0,48,50,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,6
7.38,0.04,0.0,47,57,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,9
17.9,0.01,0.0,54,59,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,2
16.11,0.0,0.0,45,47,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,0
9.62,0.0,0.0,43,54,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,15,5
10.74,0.0,0.0,53,61,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,16,0
6.71,0.0,0.0,40,45,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,17,3
6.26,0.0,0.0,40,48,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,18,10
8.95,0.0,0.0,47,55,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19,9
12.75,0.86,0.0,56,61,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,20,5
7.61,0.0,0.0,44,48,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,21,7
7.16,0.3,0.0,43,49,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,22,8
13.42,0.04,0.0,40,42,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,23,1
8.05,0.0,0.0,35,44,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,24,3
6.04,0.0,0.0,39,44,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,25,0
9.62,0.0,0.0,46,59,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,26,0
14.32,0.0,0.0,54,64,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,27,0
9.62,0.21,0.0,52,60,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,28,1
9.62,0.0,0.0,38,44,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,29,3
8.72,0.0,0.0,33,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,30,4
6.04,0.14,0.0,38,45,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,6
3.8,0.32,0.0,43,51,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,13
14.09,0.0,0.0,48,52,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,7
10.74,0.0,0.0,43,48,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,4
6.71,0.0,0.0,44,53,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,0
8.05,0.0,0.0,44,59,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,1
7.38,0.0,0.0,45,56,37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,7,2
10.51,0.0,0.0,42,44,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,8,0
7.61,0.0,0.0,40,46,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,9,0
4.92,0.0,0.0,48,58,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,10,2
7.83,0.0,0.0,49,58,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,3
7.16,0.0,0.0,53,61,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,-1
6.71,0.0,0.0,51,53,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13,3
4.25,0.42,0.0,47,58,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,14,12
14.09,0.19,0.0,55,61,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,15,3
8.72,0.0,0.0,44,48,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,2
8.05,0.55,0.0,44,52,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,17,21
10.51,0.04,0.0,49,52,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,18,10
15.43,0.0,0.0,38,40,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,19,11
10.29,0.0,0.0,36,41,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,20,11
16.11,0.0,0.0,42,53,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,21,13
8.95,0.23,0.0,52,60,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22,13
7.38,0.76,0.0,52,56,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,23,17
8.05,0.24,0.0,55,69,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,12
5.59,0.0,0.0,57,62,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,25,3
6.71,0.0,0.0,49,55,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,26,11
6.26,0.26,0.0,46,50,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,27,17
13.42,0.0,0.0,35,38,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,28,18
18.12,1.02,0.9,33,40,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12,29,153
6.26,0.03,0.0,26,37,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,30,32
8.72,0.08,0.0,38,47,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,31,9
